personnelId,firstName,lastName,email,phoneNumber,startDate,endDate,login
20111016,Jack,Yang,jack.yang@example.com,673-170-4871,10/16/2011,,jack.yang
20111022,Joyce,Wade,joyce.wade@example.com,217-001-4145,10/22/2011,,joyce.wade
20111103,Tommy,Chen,tommy.chen@example.com,442-216-7780,11/3/2011,,tommy.chen
20111125,Becky,Johnson,becky.johnson@example.com,621-707-7335,11/25/2011,,becky.johnson
20111209,Jason,Chen,jason.chen@example.com,226-369-9386,12/9/2011,,jason.chen
20120128,Jason,Lopez,jason.lopez@example.com,164-725-6380,1/28/2012,6/8/2012,jason.lopez
20120208,Tommy,Kim,tommy.kim@example.com,267-126-4705,2/8/2012,,tommy.kim
20120222,Mike,Gates,mike.gates@example.com,765-316-0395,2/22/2012,,mike.gates
20120223,Carol,Yang,carol.yang@example.com,710-183-3042,2/22/2012,,carol.yang
20120310,Carol,Wu,carol.wu@example.com,366-311-0745,3/10/2012,,carol.wu
20120410,Becky,Wills,becky.wills@example.com,656-727-7894,4/10/2012,,becky.wills
20120506,Lucy,Jefferson,lucy.jefferson@example.com,716-238-4950,5/6/2012,,lucy.jefferson
20120509,Lilian,Jefferson,lilian.jefferson@example.com,763-072-1600,5/9/2012,,lilian.jefferson
20120515,Ed,Wills,ed.wills@example.com,534-693-7154,5/15/2012,,ed.wills
20120604,Becky,Lopez,becky.lopez@example.com,104-649-6350,6/4/2012,,becky.lopez
20120616,Adam,Jefferson,adam.jefferson@example.com,666-461-3326,6/16/2012,,adam.jefferson
20120617,Jones,Wills,jones.wills@example.com,102-202-1470,6/17/2012,,jones.wills
20120626,Tommy,Wade,tommy.wade@example.com,206-493-8608,6/26/2012,,tommy.wade
20120702,Carol,Chen,carol.chen@example.com,433-539-9873,7/2/2012,,carol.chen
20120715,Jason,Jefferson,jason.jefferson@example.com,151-683-5560,7/15/2012,,jason.jefferson
20120717,Lucy,Smith,lucy.smith@example.com,234-375-2278,7/17/2012,,lucy.smith
20120809,Sam,Washington,sam.washington@example.com,676-496-5853,8/9/2012,,sam.washington
20120810,Danny,Smith,danny.smith@example.com,241-450-9710,8/9/2012,,danny.smith
20120903,Carol,Wade,carol.wade@example.com,775-550-1499,9/3/2012,,carol.wade
20120921,Ed,Smith,ed.smith@example.com,724-565-8280,9/21/2012,,ed.smith
20121003,Joyce,Yang,joyce.yang@example.com,564-672-4778,10/3/2012,,joyce.yang
20121005,Lucy,Wade,lucy.wade@example.com,707-578-8506,10/5/2012,,lucy.wade
20121008,Lisa,Gates,lisa.gates@example.com,116-443-7066,10/8/2012,,lisa.gates
20121012,Mike,Wu,mike.wu@example.com,637-265-5644,10/12/2012,,mike.wu
20121015,Ed,Martinez,ed.martinez@example.com,442-151-7551,10/15/2012,,ed.martinez
20121122,Adam,Smith,adam.smith@example.com,354-668-4829,11/22/2012,,adam.smith
20121124,Jones,Wade,jones.wade@example.com,726-249-1238,11/24/2012,,jones.wade
20121201,Becky,Chen,becky.chen@example.com,435-708-9579,12/1/2012,,becky.chen
20121202,Sam,Gipson,sam.gipson@example.com,234-723-3592,12/2/2012,,sam.gipson
20121205,Mark,Jefferson,mark.jefferson@example.com,720-658-6830,12/5/2012,,mark.jefferson
20130305,Richard,Lee,richard.lee@example.com,442-099-9746,3/5/2013,,richard.lee
20130308,Mike,Wade,mike.wade@example.com,572-507-6063,3/8/2013,,mike.wade
20130310,Richard,Wade,richard.wade@example.com,504-109-0209,3/10/2013,,richard.wade
20130420,Lilian,Lopez,lilian.lopez@example.com,772-031-7027,4/20/2013,,lilian.lopez
20130511,Carol,Gates,carol.gates@example.com,562-677-3421,5/11/2013,,carol.gates
20130612,Mike,Jefferson,mike.jefferson@example.com,462-103-4282,6/12/2013,,mike.jefferson
20130622,Lisa,Wills,lisa.wills@example.com,572-439-3141,6/22/2013,,lisa.wills
20130707,Tommy,Johnson,tommy.johnson@example.com,140-717-0990,7/7/2013,,tommy.johnson
20130713,Adam,Wu,adam.wu@example.com,417-092-9865,7/13/2013,8/1/2014,adam.wu
20130810,Joyce,Jefferson,joyce.jefferson@example.com,612-591-8889,8/10/2013,,joyce.jefferson
20130812,John,Kim,john.kim@example.com,562-605-7404,8/12/2013,,john.kim
20130822,Sam,Wu,sam.wu@example.com,476-659-9183,8/22/2013,,sam.wu
20130925,Thomas,Washington,thomas.washington@example.com,142-460-1466,9/25/2013,,thomas.washington
20131101,Mike,Wills,mike.wills@example.com,616-005-7096,11/1/2013,,mike.wills
20131112,Richard,Martinez,richard.martinez@example.com,653-719-7429,11/12/2013,,richard.martinez
20131117,Richard,Washington,richard.washington@example.com,416-239-3123,11/17/2013,,richard.washington
20131118,Mark,Yang,mark.yang@example.com,213-351-8956,11/18/2013,,mark.yang
20131127,Becky,Washington,becky.washington@example.com,460-018-4331,11/27/2013,,becky.washington
20140107,John,Gates,john.gates@example.com,217-563-3801,1/7/2014,,john.gates
20140109,Adam,Johnson,adam.johnson@example.com,456-728-0858,1/9/2014,,adam.johnson
20140112,Lucy,Gipson,lucy.gipson@example.com,604-241-0413,1/12/2014,,lucy.gipson
20140115,Mark,Kim,mark.kim@example.com,543-729-7872,1/15/2014,,mark.kim
20140217,Thomas,Lee,thomas.lee@example.com,332-136-2537,2/17/2014,,thomas.lee
20140224,Jason,Gates,jason.gates@example.com,340-031-8393,2/24/2014,,jason.gates
20140327,Jason,Gipson,jason.gipson@example.com,227-470-2557,3/27/2014,,jason.gipson
20140407,Lilian,Smith,lilian.smith@example.com,762-608-3781,4/7/2014,,lilian.smith
20140520,Jack,Kim,jack.kim@example.com,745-025-7511,5/20/2014,,jack.kim
20140604,Joyce,Lopez,joyce.lopez@example.com,714-550-9102,6/4/2014,,joyce.lopez
20140708,Sam,Kim,sam.kim@example.com,431-609-4374,7/8/2014,,sam.kim
20140709,Carol,Martinez,carol.martinez@example.com,664-678-9153,7/9/2014,,carol.martinez
20140721,Richard,Jefferson,richard.jefferson@example.com,367-461-8099,7/21/2014,,richard.jefferson
20140825,Tommy,Yang,tommy.yang@example.com,153-351-2790,8/25/2014,,tommy.yang
20140826,Becky,Wade,becky.wade@example.com,473-576-1641,8/25/2014,,becky.wade
20140918,Adam,Lopez,adam.lopez@example.com,520-233-6465,9/18/2014,,adam.lopez
20140925,Ed,Kim,ed.kim@example.com,376-450-2694,9/25/2014,,ed.kim
20141009,Adam,Washington,adam.washington@example.com,301-316-0053,10/9/2014,,adam.washington
20141014,Ed,Johnson,ed.johnson@example.com,374-049-2012,10/14/2014,,ed.johnson
20141124,Lilian,Gates,lilian.gates@example.com,466-255-1595,11/24/2014,,lilian.gates
20141218,Mark,Gipson,mark.gipson@example.com,164-411-8206,12/18/2014,,mark.gipson
20141221,Danny,Wills,danny.wills@example.com,161-109-5796,12/21/2014,,danny.wills
