personnelId,firstName,lastName,email,phoneNumber,startDate,endDate,login
20020921,Richard,Lopez,richard.lopez@example.com,604-360-7663,9/21/2002,,richard.lopez
20021007,Joyce,Wills,joyce.wills@example.com,625-570-7896,10/7/2002,,joyce.wills
20021020,Adam,Kim,adam.kim@example.com,765-284-7661,10/20/2002,,adam.kim
20021028,Carol,Johnson,carol.johnson@example.com,565-000-4678,10/28/2002,,carol.johnson
20021120,Richard,Kim,richard.kim@example.com,403-076-7991,11/20/2002,,richard.kim
20021220,Simon,Wu,simon.wu@example.com,754-337-2226,12/20/2002,,simon.wu
20021222,Mark,Wu,mark.wu@example.com,701-491-7915,12/22/2002,,mark.wu
20030110,Lisa,Jefferson,lisa.jefferson@example.com,437-449-4786,1/10/2003,,lisa.jefferson
20030118,Richard,Smith,richard.smith@example.com,737-361-5240,1/18/2003,,richard.smith
20030213,Ed,Jefferson,ed.jefferson@example.com,535-708-0140,2/13/2003,,ed.jefferson
20030228,Mark,Lee,mark.lee@example.com,636-543-3139,2/28/2003,,mark.lee
20030301,Jack,Gipson,jack.gipson@example.com,430-205-8783,3/1/2003,,jack.gipson
20030309,Thomas,Johnson,thomas.johnson@example.com,235-375-2538,3/9/2003,,thomas.johnson
20030408,Simon,Washington,simon.washington@example.com,523-601-7688,4/8/2003,,simon.washington
20030415,Mike,Gipson,mike.gipson@example.com,504-728-1072,4/15/2003,,mike.gipson
20030603,Danny,Yang,danny.yang@example.com,417-727-4704,6/3/2003,,danny.yang
20030604,Mark,Washington,mark.washington@example.com,552-715-4261,6/3/2003,,mark.washington
20030619,Lisa,Gipson,lisa.gipson@example.com,460-223-2835,6/19/2003,,lisa.gipson
20030709,Jack,Smith,jack.smith@example.com,672-016-4358,7/9/2003,,jack.smith
20030720,Lisa,Wade,lisa.wade@example.com,761-667-9912,7/20/2003,,lisa.wade
20030801,John,Gipson,john.gipson@example.com,177-052-5046,8/1/2003,,john.gipson
20030919,Mark,Martinez,mark.martinez@example.com,723-519-7068,9/19/2003,,mark.martinez
20031104,Carol,Lopez,carol.lopez@example.com,746-114-5739,11/4/2003,,carol.lopez
20031124,Ed,Yang,ed.yang@example.com,421-259-1182,11/24/2003,,ed.yang
20031214,Ed,Wade,ed.wade@example.com,606-003-5673,12/14/2003,,ed.wade
20040105,Sam,Jefferson,sam.jefferson@example.com,616-372-9260,1/5/2004,,sam.jefferson
20040108,Danny,Chen,danny.chen@example.com,603-057-2729,1/8/2004,,danny.chen
20040207,Jones,Yang,jones.yang@example.com,676-184-9162,2/7/2004,,jones.yang
20040208,Jack,Wade,jack.wade@example.com,513-391-8835,2/8/2004,,jack.wade
20040223,Becky,Lee,becky.lee@example.com,217-156-3870,2/23/2004,,becky.lee
20040326,Lisa,Wu,lisa.wu@example.com,731-243-7044,3/26/2004,,lisa.wu
20040421,Ed,Gipson,ed.gipson@example.com,226-376-2800,4/21/2004,,ed.gipson
20040511,Adam,Gates,adam.gates@example.com,277-430-8717,5/11/2004,,adam.gates
20040528,Thomas,Jefferson,thomas.jefferson@example.com,337-080-6007,5/28/2004,,thomas.jefferson
20040602,Sam,Yang,sam.yang@example.com,741-659-3086,6/2/2004,,sam.yang
20040604,Lisa,Smith,lisa.smith@example.com,704-471-0242,6/4/2004,,lisa.smith
20040626,Richard,Chen,richard.chen@example.com,420-459-0809,6/26/2004,,richard.chen
20040817,Lucy,Washington,lucy.washington@example.com,647-432-4711,8/17/2004,,lucy.washington
20040909,Tommy,Jefferson,tommy.jefferson@example.com,546-371-3627,9/9/2004,,tommy.jefferson
20041101,Richard,Johnson,richard.johnson@example.com,552-706-4807,11/1/2004,,richard.johnson
20041118,Ed,Washington,ed.washington@example.com,704-257-9901,11/18/2004,,ed.washington
20041121,Lucy,Wu,lucy.wu@example.com,324-290-8900,11/21/2004,,lucy.wu
20041203,Ed,Gates,ed.gates@example.com,543-212-1323,12/3/2004,,ed.gates
20041210,Jack,Chen,jack.chen@example.com,550-442-6617,12/10/2004,,jack.chen
20041211,Jones,Lee,jones.lee@example.com,171-503-4554,12/10/2004,,jones.lee
20041222,Richard,Gates,richard.gates@example.com,722-532-8768,12/22/2004,,richard.gates
20050107,Simon,Lopez,simon.lopez@example.com,751-664-9650,1/7/2005,,simon.lopez
20050108,Lilian,Washington,lilian.washington@example.com,236-631-4560,1/7/2005,,lilian.washington
20050109,Becky,Jefferson,becky.jefferson@example.com,740-233-4717,1/8/2005,,becky.jefferson
20050114,Lucy,Chen,lucy.chen@example.com,526-410-8604,1/14/2005,,lucy.chen
20050211,Sam,Smith,sam.smith@example.com,370-335-0970,2/11/2005,,sam.smith
20050212,Lisa,Lopez,lisa.lopez@example.com,434-429-6739,2/12/2005,,lisa.lopez
20050221,Jack,Johnson,jack.johnson@example.com,402-049-1752,2/21/2005,,jack.johnson
20050315,John,Lee,john.lee@example.com,235-284-3960,3/15/2005,,john.lee
20050325,Lucy,Kim,lucy.kim@example.com,721-200-7816,3/25/2005,,lucy.kim
20050417,Sam,Martinez,sam.martinez@example.com,150-499-7500,4/17/2005,,sam.martinez
20050506,Thomas,Martinez,thomas.martinez@example.com,232-397-6647,5/6/2005,,thomas.martinez
20050612,Thomas,Smith,thomas.smith@example.com,327-627-9467,6/12/2005,,thomas.smith
20050721,Joyce,Smith,joyce.smith@example.com,634-046-0574,7/21/2005,,joyce.smith
20050722,Danny,Washington,danny.washington@example.com,331-127-7143,7/22/2005,,danny.washington
20050724,Lucy,Lopez,lucy.lopez@example.com,540-451-0231,7/24/2005,,lucy.lopez
20050901,Lisa,Kim,lisa.kim@example.com,767-640-8660,9/1/2005,,lisa.kim
20050911,Danny,Johnson,danny.johnson@example.com,646-274-5971,9/11/2005,,danny.johnson
20050915,Adam,Wade,adam.wade@example.com,247-578-2910,9/15/2005,,adam.wade
20050924,Simon,Lee,simon.lee@example.com,706-680-6207,9/24/2005,,simon.lee
20051208,Sam,Wills,sam.wills@example.com,453-178-1288,12/8/2005,,sam.wills
20051219,Simon,Chen,simon.chen@example.com,775-417-1940,12/19/2005,,simon.chen
20060101,Joyce,Gipson,joyce.gipson@example.com,600-035-0793,1/1/2006,,joyce.gipson
20060106,John,Wills,john.wills@example.com,201-130-0108,1/6/2006,,john.wills
20060123,John,Chen,john.chen@example.com,717-083-3532,1/23/2006,,john.chen
20060126,Joyce,Lee,joyce.lee@example.com,220-242-5239,1/26/2006,,joyce.lee
20060212,Mike,Washington,mike.washington@example.com,673-234-0145,2/12/2006,,mike.washington
20060215,Ed,Chen,ed.chen@example.com,661-197-7194,2/15/2006,,ed.chen
20060326,Jason,Wills,jason.wills@example.com,643-527-4635,3/26/2006,,jason.wills
20060413,Mike,Kim,mike.kim@example.com,161-126-7077,4/13/2006,,mike.kim
20060424,John,Johnson,john.johnson@example.com,175-147-3414,4/24/2006,,john.johnson
20060601,Mark,Wade,mark.wade@example.com,435-538-4778,6/1/2006,,mark.wade
20060701,Mike,Yang,mike.yang@example.com,407-254-3596,7/1/2006,,mike.yang
20060803,Mark,Smith,mark.smith@example.com,343-402-3279,8/3/2006,,mark.smith
20060815,Lisa,Yang,lisa.yang@example.com,240-201-3181,8/15/2006,,lisa.yang
20061016,Mark,Chen,mark.chen@example.com,755-411-4651,10/16/2006,,mark.chen
20061208,Jason,Lee,jason.lee@example.com,636-534-7549,12/8/2006,,jason.lee
20070109,Jason,Wu,jason.wu@example.com,317-463-3409,1/9/2007,,jason.wu
20070413,Lisa,Washington,lisa.washington@example.com,774-730-6072,4/13/2007,,lisa.washington
20070421,Joyce,Johnson,joyce.johnson@example.com,321-131-9297,4/21/2007,,joyce.johnson
20070521,Tommy,Martinez,tommy.martinez@example.com,242-264-5489,5/21/2007,,tommy.martinez
20070604,Sam,Lopez,sam.lopez@example.com,755-499-0174,6/4/2007,,sam.lopez
20070608,Lilian,Gipson,lilian.gipson@example.com,616-554-5713,6/8/2007,,lilian.gipson
20070810,Becky,Smith,becky.smith@example.com,574-646-4313,8/10/2007,,becky.smith
20070906,Jones,Washington,jones.washington@example.com,320-247-5184,9/6/2007,,jones.washington
20070910,Adam,Gipson,adam.gipson@example.com,313-078-5457,9/10/2007,,adam.gipson
20070923,Jack,Wu,jack.wu@example.com,144-679-6689,9/23/2007,,jack.wu
20070924,Jack,Wills,jack.wills@example.com,550-285-6663,9/24/2007,,jack.wills
20071001,Thomas,Wade,thomas.wade@example.com,507-400-5254,10/1/2007,12/30/2008,thomas.wade
20071006,Carol,Lee,carol.lee@example.com,117-077-0732,10/6/2007,,carol.lee
20071107,Jones,Gates,jones.gates@example.com,405-352-0023,11/7/2007,,jones.gates
20071121,Mark,Lopez,mark.lopez@example.com,277-073-2069,11/21/2007,,mark.lopez
20071205,Jack,Washington,jack.washington@example.com,761-086-6144,12/5/2007,,jack.washington
20071222,Jason,Kim,jason.kim@example.com,463-658-6671,12/22/2007,,jason.kim
20080112,Becky,Martinez,becky.martinez@example.com,102-288-9171,1/12/2008,,becky.martinez
20080122,Becky,Gipson,becky.gipson@example.com,541-252-6354,1/22/2008,,becky.gipson
20080127,Thomas,Gates,thomas.gates@example.com,533-621-3946,1/27/2008,,thomas.gates
20080128,Jones,Chen,jones.chen@example.com,612-027-3965,1/27/2008,,jones.chen
20080226,Becky,Gates,becky.gates@example.com,300-585-8773,2/26/2008,,becky.gates
20080315,John,Wade,john.wade@example.com,222-116-7567,3/15/2008,,john.wade
20080401,Lilian,Kim,lilian.kim@example.com,220-515-5562,4/1/2008,,lilian.kim
20080402,Carol,Kim,carol.kim@example.com,400-491-2123,4/2/2008,,carol.kim
20080504,Joyce,Washington,joyce.washington@example.com,717-665-2719,5/4/2008,,joyce.washington
20080518,Jason,Washington,jason.washington@example.com,514-342-1167,5/18/2008,,jason.washington
20080603,Becky,Kim,becky.kim@example.com,312-384-5719,6/3/2008,,becky.kim
20080803,Jason,Yang,jason.yang@example.com,341-077-2920,8/3/2008,,jason.yang
20080815,John,Jefferson,john.jefferson@example.com,605-181-1458,8/15/2008,,john.jefferson
20080927,Adam,Chen,adam.chen@example.com,570-157-9340,9/27/2008,,adam.chen
20081001,Simon,Smith,simon.smith@example.com,174-424-6283,10/1/2008,,simon.smith
20081024,Danny,Kim,danny.kim@example.com,500-569-4180,10/24/2008,,danny.kim
20081120,Sam,Lee,sam.lee@example.com,505-046-2224,11/20/2008,,sam.lee
20081212,Simon,Johnson,simon.johnson@example.com,557-065-6814,12/12/2008,,simon.johnson
20081219,Tommy,Wills,tommy.wills@example.com,267-176-4304,12/19/2008,,tommy.wills
20090116,Jones,Gipson,jones.gipson@example.com,660-493-9807,1/16/2009,,jones.gipson
20090125,Sam,Chen,sam.chen@example.com,110-183-3280,1/25/2009,,sam.chen
20090211,Lucy,Johnson,lucy.johnson@example.com,545-262-5942,2/11/2009,,lucy.johnson
20090304,Mike,Chen,mike.chen@example.com,437-627-0346,3/4/2009,,mike.chen
20090315,Tommy,Gates,tommy.gates@example.com,370-453-2863,3/15/2009,,tommy.gates
20090323,Tommy,Wu,tommy.wu@example.com,720-514-0004,3/23/2009,,tommy.wu
20090403,Jack,Jefferson,jack.jefferson@example.com,657-254-5126,4/3/2009,,jack.jefferson
20090415,Danny,Jefferson,danny.jefferson@example.com,535-563-2346,4/15/2009,,danny.jefferson
20090416,Thomas,Yang,thomas.yang@example.com,166-057-3543,4/16/2009,,thomas.yang
20090418,Lucy,Martinez,lucy.martinez@example.com,157-075-1560,4/18/2009,,lucy.martinez
20090421,Joyce,Wu,joyce.wu@example.com,567-664-0907,4/21/2009,,joyce.wu
20090510,Richard,Wu,richard.wu@example.com,714-393-2256,5/10/2009,,richard.wu
20090605,Jack,Lopez,jack.lopez@example.com,317-650-8991,6/5/2009,,jack.lopez
20090622,Simon,Gipson,simon.gipson@example.com,522-429-6645,6/22/2009,3/2/2011,simon.gipson
20090705,Tommy,Gipson,tommy.gipson@example.com,253-618-5854,7/5/2009,,tommy.gipson
20090719,Carol,Smith,carol.smith@example.com,340-418-7997,7/19/2009,,carol.smith
20090909,Becky,Wu,becky.wu@example.com,651-569-5346,9/9/2009,,becky.wu
20091010,Tommy,Washington,tommy.washington@example.com,435-208-9611,10/10/2009,,tommy.washington
20091019,Lucy,Wills,lucy.wills@example.com,757-127-5073,10/19/2009,,lucy.wills
20091021,John,Washington,john.washington@example.com,376-174-9969,10/21/2009,,john.washington
20091025,Mike,Lopez,mike.lopez@example.com,431-387-1397,10/25/2009,,mike.lopez
20091111,Simon,Wills,simon.wills@example.com,253-557-0377,11/11/2009,,simon.wills
20091125,Jason,Johnson,jason.johnson@example.com,522-436-5642,11/25/2009,,jason.johnson
20091211,Jack,Gates,jack.gates@example.com,615-566-0742,12/11/2009,,jack.gates
20091220,Thomas,Gipson,thomas.gipson@example.com,565-082-9637,12/20/2009,,thomas.gipson
20091226,Richard,Gipson,richard.gipson@example.com,503-323-0910,12/26/2009,,richard.gipson
20100107,Jason,Smith,jason.smith@example.com,133-283-6955,1/7/2010,,jason.smith
20100309,Tommy,Smith,tommy.smith@example.com,447-175-1727,3/9/2010,,tommy.smith
20100310,Mike,Johnson,mike.johnson@example.com,714-051-2198,3/10/2010,,mike.johnson
20100321,Adam,Wills,adam.wills@example.com,402-671-0301,3/21/2010,,adam.wills
20100328,Sam,Johnson,sam.johnson@example.com,622-614-5197,3/28/2010,,sam.johnson
20100414,Lucy,Gates,lucy.gates@example.com,646-540-6209,4/14/2010,,lucy.gates
